date,State,district_name,year,month,precip_mean,temp_mean,Latitude,Longitude,temp_min,temp_max,PET,D,SPEI_3,Drought_Class
01-07-2014,Telangana,Adilabad,2014,7,9.763126496,27.06494511,19.664,78.532,26.45834351,27.93215942,62.18738732,-52.42426082,-1.673304708,Severe drought
01-08-2014,Telangana,Adilabad,2014,8,8.453556184,26.53683564,19.664,78.532,25.96942139,27.38684082,58.81726344,-50.36370726,-1.161977667,Moderate drought
01-09-2014,Telangana,Adilabad,2014,9,7.857939689,26.10473818,19.664,78.532,25.53173828,26.90652466,51.88416211,-44.02622242,-0.189958647,Normal
01-10-2014,Telangana,Adilabad,2014,10,1.251542122,26.33446711,19.664,78.532,25.58877563,27.39956665,55.07482351,-53.82328139,-0.387425545,Normal
01-11-2014,Telangana,Adilabad,2014,11,0.895360639,24.84033573,19.664,78.532,23.95098877,26.17614746,49.77070533,-48.87534469,-1.113996111,Moderate drought
01-12-2014,Telangana,Adilabad,2014,12,0.138883468,21.44881925,19.664,78.532,20.80075073,22.32501221,36.40290233,-36.26401887,-1.635393611,Severe drought
01-01-2015,Telangana,Adilabad,2015,1,0.437339875,21.3897964,19.664,78.532,20.84912109,22.07794189,34.08384989,-33.64651002,-0.791432047,Normal
01-02-2015,Telangana,Adilabad,2015,2,0.34108445,25.65698982,19.664,78.532,24.99176025,26.51147461,43.29018,-42.94909555,-0.311481113,Normal
01-03-2015,Telangana,Adilabad,2015,3,1.732538039,27.31616211,19.664,78.532,26.6234436,28.43014526,61.32805401,-59.59551598,-0.189958647,Normal
01-04-2015,Telangana,Adilabad,2015,4,2.261551396,29.75711892,19.664,78.532,28.89428711,31.0798645,75.15295515,-72.89140375,-0.189958647,Normal
01-05-2015,Telangana,Adilabad,2015,5,1.41238994,33.72508191,19.664,78.532,32.85705566,35.63415527,98.09508544,-96.6826955,-0.601654082,Normal
01-06-2015,Telangana,Adilabad,2015,6,13.15983335,29.02433453,19.664,78.532,28.26687622,30.18600464,72.09125536,-58.93142201,0.387425545,Normal
01-07-2015,Telangana,Adilabad,2015,7,1.849686653,27.97610566,19.664,78.532,27.24252319,28.85943604,66.45929031,-64.60960365,-0.848221135,Normal
01-08-2015,Telangana,Adilabad,2015,8,8.664817564,26.05221835,19.664,78.532,25.46746826,26.86279297,57.71917836,-49.05436079,-0.189958647,Normal
01-09-2015,Telangana,Adilabad,2015,9,6.982119653,26.61499578,19.664,78.532,26.03482056,27.47293091,53.68235215,-46.70023249,-1.161977667,Moderate drought
01-10-2015,Telangana,Adilabad,2015,10,0.645515073,27.34161192,19.664,78.532,26.64068604,28.33306885,54.45871962,-53.81320455,-0.601654082,Normal
01-11-2015,Telangana,Adilabad,2015,11,0.042435077,25.57047526,19.664,78.532,24.85012817,26.53237915,44.01617116,-43.97373609,-0.791432047,Normal
01-12-2015,Telangana,Adilabad,2015,12,0.084466765,24.17553711,19.664,78.532,23.59082031,24.82559204,35.04041798,-34.95595121,-0.791432047,Normal
01-01-2016,Telangana,Adilabad,2016,1,0.003672496,23.18414492,19.664,78.532,22.64373779,23.72540283,33.44210722,-33.43843472,0.311481113,Normal
01-02-2016,Telangana,Adilabad,2016,2,0.232926415,27.57825447,19.664,78.532,26.94784546,28.28790283,43.96410296,-43.73117655,-0.102249082,Normal
01-03-2016,Telangana,Adilabad,2016,3,0.520572785,30.05103649,19.664,78.532,29.13549805,31.14709473,68.63499693,-68.11442414,-1.161977667,Moderate drought
01-04-2016,Telangana,Adilabad,2016,4,0.33010492,34.46700772,19.664,78.532,33.72467041,35.55557251,75.59753422,-75.2674293,-0.601654082,Normal
01-05-2016,Telangana,Adilabad,2016,5,0.536471767,34.39097272,19.664,78.532,33.46450806,35.76998901,90.5334333,-89.99696153,-0.848221135,Normal
01-06-2016,Telangana,Adilabad,2016,6,6.79626268,30.77724757,19.664,78.532,29.94760132,32.1350708,79.84778271,-73.05152003,-0.601654082,Normal
01-07-2016,Telangana,Adilabad,2016,7,13.77543394,25.78982821,19.664,78.532,25.26104736,26.61444092,57.89895967,-44.12352573,1.01E-07,Normal
01-08-2016,Telangana,Adilabad,2016,8,4.664567517,26.20844061,19.664,78.532,25.66156006,27.04730225,57.72555666,-53.06098914,0.189958647,Normal
01-09-2016,Telangana,Adilabad,2016,9,13.17295985,25.20111269,19.664,78.532,24.61651611,26.09127808,52.63158681,-39.45862695,0.848221135,Normal
01-10-2016,Telangana,Adilabad,2016,10,2.073506509,25.0015121,19.664,78.532,24.39251709,25.99658203,50.27026172,-48.19675521,0.387425545,Normal
01-11-2016,Telangana,Adilabad,2016,11,0.001549845,23.38276441,19.664,78.532,21.99966431,24.39187622,49.84114436,-49.83959452,0.102249082,Normal
01-12-2016,Telangana,Adilabad,2016,12,0.000843598,21.54492557,19.664,78.532,21.02001953,21.98699951,29.06545638,-29.06461278,0.535783866,Normal
01-01-2017,Telangana,Adilabad,2017,1,0.041391096,22.23734908,19.664,78.532,21.81900024,22.78579712,30.88618685,-30.84479576,0.791432047,Normal
01-02-2017,Telangana,Adilabad,2017,2,0.001103962,26.0818056,19.664,78.532,25.40670776,26.8006897,41.86603483,-41.86493087,1.113996111,Moderately Wet
01-03-2017,Telangana,Adilabad,2017,3,0.266899724,29.07624956,19.664,78.532,28.19039917,29.97521973,63.33356749,-63.06666776,1.01E-07,Normal
01-04-2017,Telangana,Adilabad,2017,4,0.016991881,33.493005,19.664,78.532,32.75112915,34.33074951,68.90995014,-68.89295826,0.387425545,Normal
01-05-2017,Telangana,Adilabad,2017,5,0.410598909,35.19677364,19.664,78.532,34.1522522,36.61062622,94.93060317,-94.52000426,-0.189958647,Normal
01-06-2017,Telangana,Adilabad,2017,6,7.077357631,29.00555235,19.664,78.532,28.2411499,30.32504272,75.09206021,-68.01470258,0.189958647,Normal
01-07-2017,Telangana,Adilabad,2017,7,7.347825573,26.65244178,19.664,78.532,26.02432251,27.64093018,64.53145978,-57.1836342,-0.601654082,Normal
01-08-2017,Telangana,Adilabad,2017,8,6.808662661,26.11961041,19.664,78.532,25.537323,27.07809448,60.74611727,-53.93745461,-0.848221135,Normal
01-09-2017,Telangana,Adilabad,2017,9,4.1576607,26.78599225,19.664,78.532,26.21353149,27.65338135,53.92160938,-49.76394868,-1.673304708,Severe drought
01-10-2017,Telangana,Adilabad,2017,10,3.703474968,26.08900775,19.664,78.532,25.44348145,27.02877808,51.24507009,-47.54159512,-0.848221135,Normal
01-11-2017,Telangana,Adilabad,2017,11,0.156512891,23.86651426,19.664,78.532,23.04138184,25.03921509,46.08286523,-45.92635234,-0.535783866,Normal
01-12-2017,Telangana,Adilabad,2017,12,0.000844078,22.35901249,19.664,78.532,21.72348022,23.23913574,37.14180066,-37.14095658,-0.535783866,Normal
01-01-2018,Telangana,Adilabad,2018,1,0.000817353,22.73693663,19.664,78.532,22.16964722,23.41448975,35.48456573,-35.48374838,-0.311481113,Normal
01-02-2018,Telangana,Adilabad,2018,2,0.558242552,25.55476518,19.664,78.532,25.02008057,26.29003906,39.48029317,-38.92205062,0.102249082,Normal
01-03-2018,Telangana,Adilabad,2018,3,0.190839152,29.91000089,19.664,78.532,29.02182007,31.03488159,68.45761465,-68.2667755,-0.601654082,Normal
01-04-2018,Telangana,Adilabad,2018,4,0.696067195,32.4905229,19.664,78.532,31.48583984,34.04733276,86.03599042,-85.33992322,-1.673304708,Severe drought
01-05-2018,Telangana,Adilabad,2018,5,0.46878544,35.6681944,19.664,78.532,34.52502441,37.26907349,101.1868989,-100.7181134,-1.673304708,Severe drought
01-06-2018,Telangana,Adilabad,2018,6,6.481100267,29.33040919,19.664,78.532,28.43826294,30.65209961,77.93507446,-71.45397419,-1.673304708,Severe drought
01-07-2018,Telangana,Adilabad,2018,7,12.90660637,25.76548813,19.664,78.532,25.20855713,26.63668823,59.4429252,-46.53631883,-0.387425545,Normal
01-08-2018,Telangana,Adilabad,2018,8,8.843661401,25.33419522,19.664,78.532,24.77633667,26.18786621,57.10282772,-48.25916632,0.601654082,Normal
01-09-2018,Telangana,Adilabad,2018,9,2.584828284,26.30115486,19.664,78.532,25.72402954,27.12380981,52.58788466,-50.00305638,1.01E-07,Normal
01-10-2018,Telangana,Adilabad,2018,10,0.098129703,26.88454368,19.664,78.532,26.171875,27.95077515,55.2680541,-55.16992439,-1.161977667,Moderate drought
01-11-2018,Telangana,Adilabad,2018,11,0.049369774,25.52022298,19.664,78.532,24.76473999,26.54864502,45.27403832,-45.22466854,-1.635393611,Severe drought
01-12-2018,Telangana,Adilabad,2018,12,0.300942482,21.54238059,19.664,78.532,20.96582031,22.22177124,33.12276996,-32.82182747,-1.113996111,Moderate drought
01-01-2019,Telangana,Adilabad,2019,1,0.338556567,21.53898297,19.664,78.532,21.06390381,22.04763794,30.61211649,-30.27355992,1.113996111,Moderately Wet
01-02-2019,Telangana,Adilabad,2019,2,0.110001403,25.37696792,19.664,78.532,24.83053589,26.06103516,38.70272899,-38.59272759,1.635393611,Severely Wet
01-03-2019,Telangana,Adilabad,2019,3,0.056594318,30.11412834,19.664,78.532,29.45831299,30.9463501,59.10909187,-59.05249755,0.848221135,Normal
01-04-2019,Telangana,Adilabad,2019,4,0.230111491,33.87817013,19.664,78.532,32.89492798,35.0335083,80.78250975,-80.55239825,-0.387425545,Normal
01-05-2019,Telangana,Adilabad,2019,5,0.025781895,36.51160778,19.664,78.532,35.66491699,37.64620972,87.33731022,-87.31152832,-0.387425545,Normal
01-06-2019,Telangana,Adilabad,2019,6,3.252942977,33.4120206,19.664,78.532,32.54412842,34.81707764,85.80759583,-82.55465285,-1.161977667,Moderate drought
01-07-2019,Telangana,Adilabad,2019,7,14.92546229,27.13435502,19.664,78.532,26.49707031,28.15213013,66.00227574,-51.07681345,-1.161977667,Moderate drought
01-08-2019,Telangana,Adilabad,2019,8,10.72206559,25.66021729,19.664,78.532,25.13085938,26.44216919,55.454332,-44.73226641,-0.601654082,Normal
01-09-2019,Telangana,Adilabad,2019,9,9.426022437,25.5501487,19.664,78.532,25.01342773,26.38174438,51.10809611,-41.68207367,0.387425545,Normal
01-10-2019,Telangana,Adilabad,2019,10,5.773151029,25.38329338,19.664,78.532,24.7512207,26.39324951,51.31533968,-45.54218865,1.161977667,Moderately Wet
01-11-2019,Telangana,Adilabad,2019,11,1.016264762,24.51091974,19.664,78.532,23.81869507,25.61532593,44.37665664,-43.36039188,1.113996111,Moderately Wet
01-12-2019,Telangana,Adilabad,2019,12,0.57036166,22.122947,19.664,78.532,21.44619751,23.18447876,39.54233327,-38.97197161,0.311481113,Normal
01-01-2020,Telangana,Adilabad,2020,1,0.656899114,21.86205685,19.664,78.532,21.27484131,22.69281006,37.05441168,-36.39751257,-0.535783866,Normal
01-02-2020,Telangana,Adilabad,2020,2,0.240019675,24.31200802,19.664,78.532,23.5206604,25.39746094,48.28405594,-48.04403627,-1.635393611,Severe drought
01-03-2020,Telangana,Adilabad,2020,3,0.59915518,27.81097967,19.664,78.532,27.03222656,29.09048462,66.17639835,-65.57724317,-1.673304708,Severe drought
01-04-2020,Telangana,Adilabad,2020,4,0.101119934,32.02128462,19.664,78.532,31.16812134,33.29135132,77.5998482,-77.49872826,-0.848221135,Normal
01-05-2020,Telangana,Adilabad,2020,5,0.320119304,34.46158484,19.664,78.532,33.48529053,35.82144165,91.25693374,-90.93681444,-1.161977667,Moderate drought
01-06-2020,Telangana,Adilabad,2020,6,5.535319174,28.66871042,19.664,78.532,27.96826172,29.79696655,69.83793382,-64.30261465,-0.189958647,Normal
01-07-2020,Telangana,Adilabad,2020,7,9.031821958,26.90769635,19.664,78.532,26.29153442,27.92547607,65.2490382,-56.21721625,-0.189958647,Normal
01-08-2020,Telangana,Adilabad,2020,8,9.16112789,25.63786732,19.664,78.532,25.11419678,26.42251587,55.36257266,-46.20144477,0.387425545,Normal
01-09-2020,Telangana,Adilabad,2020,9,9.093478295,26.43980084,19.664,78.532,25.85794067,27.3611145,54.66678983,-45.57331153,-0.387425545,Normal
01-10-2020,Telangana,Adilabad,2020,10,3.256749553,25.96969142,19.664,78.532,25.34542847,26.88937378,50.43482311,-47.17807356,0.601654082,Normal
01-11-2020,Telangana,Adilabad,2020,11,0.129491452,23.67162161,19.664,78.532,22.98287964,24.79574585,43.69246833,-43.56297688,0.535783866,Normal
01-12-2020,Telangana,Adilabad,2020,12,0.001458931,22.17295884,19.664,78.532,21.40557861,23.07400513,38.78819013,-38.78673119,-0.102249082,Normal
01-01-2021,Telangana,Adilabad,2021,1,0.064630755,23.86023319,19.664,78.532,23.25354004,24.66842651,38.87888963,-38.81425888,-1.635393611,Severe drought
01-02-2021,Telangana,Adilabad,2021,2,0.09440682,24.35972456,19.664,78.532,23.66482544,25.07250977,40.42026632,-40.3258595,-0.791432047,Normal
01-03-2021,Telangana,Adilabad,2021,3,0.135620932,28.81739391,19.664,78.532,28.12295532,29.55529785,56.42287985,-56.28725892,0.189958647,Normal
01-04-2021,Telangana,Adilabad,2021,4,0.221313846,31.68883907,19.664,78.532,30.7645874,32.77056885,74.9235167,-74.70220285,0.848221135,Normal
01-05-2021,Telangana,Adilabad,2021,5,0.923931122,32.37292111,19.664,78.532,31.52908325,33.73815918,85.19371148,-84.26978036,1.161977667,Moderately Wet
01-06-2021,Telangana,Adilabad,2021,6,5.576276718,27.86035156,19.664,78.532,27.06851196,29.11172485,72.53623617,-66.95995946,0.848221135,Normal
01-07-2021,Telangana,Adilabad,2021,7,10.99460725,26.55583052,19.664,78.532,25.93634033,27.57058716,64.74154976,-53.74694251,0.387425545,Normal
01-08-2021,Telangana,Adilabad,2021,8,5.186833043,26.18889826,19.664,78.532,25.61062622,27.074646,59.30720902,-54.12037597,-0.387425545,Normal
01-09-2021,Telangana,Adilabad,2021,9,8.777257119,25.53921046,19.664,78.532,24.96032715,26.40701294,52.53804505,-43.76078793,-0.601654082,Normal
01-10-2021,Telangana,Adilabad,2021,10,2.877169209,25.45816872,19.664,78.532,24.78231812,26.33966064,50.06120069,-47.18403148,1.01E-07,Normal
01-11-2021,Telangana,Adilabad,2021,11,0.683476602,24.55576764,19.664,78.532,23.86166382,25.72158813,45.19942169,-44.51594509,0.791432047,Normal
01-12-2021,Telangana,Adilabad,2021,12,0.176488338,21.90288937,19.664,78.532,21.32040405,22.81240845,36.43232124,-36.2558329,0.102249082,Normal
01-01-2022,Telangana,Adilabad,2022,1,0.592604791,20.43260794,19.664,78.532,19.94967651,21.04193115,31.34925556,-30.75665077,0.535783866,Normal
01-02-2022,Telangana,Adilabad,2022,2,0.060182395,23.83074766,19.664,78.532,23.20611572,24.72253418,41.42595314,-41.36577075,0.535783866,Normal
01-03-2022,Telangana,Adilabad,2022,3,0.003895789,29.28032522,19.664,78.532,28.59820557,29.9359436,55.06920478,-55.06530899,1.673304708,Severely Wet
01-04-2022,Telangana,Adilabad,2022,4,0.086041581,33.3902144,19.664,78.532,32.38043213,34.39941406,77.75003548,-77.66399389,1.01E-07,Normal
01-05-2022,Telangana,Adilabad,2022,5,0.168554352,34.19313743,19.664,78.532,33.3444519,35.36953735,84.52798802,-84.35943367,0.848221135,Normal
01-06-2022,Telangana,Adilabad,2022,6,4.705459103,30.49900309,19.664,78.532,29.71209717,31.74453735,76.52547055,-71.82001145,-0.387425545,Normal
01-07-2022,Telangana,Adilabad,2022,7,21.33981619,25.29872085,19.664,78.532,24.76550293,26.15759277,58.0592689,-36.71945272,0.848221135,Normal
01-08-2022,Telangana,Adilabad,2022,8,9.6956984,26.11216782,19.664,78.532,25.55413818,26.98471069,58.52356113,-48.82786273,1.161977667,Moderately Wet
01-09-2022,Telangana,Adilabad,2022,9,3.567081082,26.02801329,19.664,78.532,25.41729736,26.96386719,54.93414343,-51.36706235,0.601654082,Normal
01-10-2022,Telangana,Adilabad,2022,10,2.619446047,24.67384292,19.664,78.532,24.07940674,25.55569458,47.85729401,-45.23784796,-0.189958647,Normal
01-11-2022,Telangana,Adilabad,2022,11,0.005573001,22.65165942,19.664,78.532,21.80923462,23.79275513,44.57869754,-44.57312454,-0.311481113,Normal
01-12-2022,Telangana,Adilabad,2022,12,0.078821305,23.22334058,19.664,78.532,22.68005371,24.00640869,35.49282648,-35.41400517,0.791432047,Normal
01-01-2023,Telangana,Adilabad,2023,1,0.068304481,22.62102162,19.664,78.532,22.11856079,23.29119873,34.34160719,-34.27330271,0.102249082,Normal
01-02-2023,Telangana,Adilabad,2023,2,0.000554567,25.12632058,19.664,78.532,24.40103149,25.65719604,38.87726446,-38.8767099,0.311481113,Normal
01-03-2023,Telangana,Adilabad,2023,3,0.744616884,27.10558342,19.664,78.532,26.31549072,27.9342041,57.77888219,-57.03426531,0.601654082,Normal
01-04-2023,Telangana,Adilabad,2023,4,1.047737584,30.02947813,19.664,78.532,29.32516479,31.07241821,67.58044128,-66.53270369,1.673304708,Severely Wet
01-05-2023,Telangana,Adilabad,2023,5,0.602142334,31.51819957,19.664,78.532,30.76602173,32.58840942,76.0607197,-75.45857737,1.673304708,Severely Wet
01-06-2023,Telangana,Adilabad,2023,6,1.606583682,31.92751983,19.664,78.532,31.07540894,33.10736084,78.77936334,-77.17277966,1.161977667,Moderately Wet
01-07-2023,Telangana,Adilabad,2023,7,10.18289647,26.09554221,19.664,78.532,25.51535034,27.02307129,61.53956936,-51.35667289,0.601654082,Normal
01-08-2023,Telangana,Adilabad,2023,8,2.162299879,26.40167051,19.664,78.532,25.80206299,27.34945679,61.26748298,-59.1051831,-1.673304708,Severe drought
01-09-2023,Telangana,Adilabad,2023,9,4.066171708,25.97142815,19.664,78.532,25.38317871,26.84204102,53.28484103,-49.21866932,-0.848221135,Normal
01-10-2023,Telangana,Adilabad,2023,10,0.179190997,26.29613518,19.664,78.532,25.59896851,27.19073486,51.59186742,-51.41267642,-1.673304708,Severe drought
01-11-2023,Telangana,Adilabad,2023,11,0.247322621,24.82684511,19.664,78.532,24.27444458,25.69094849,39.69764698,-39.45032436,-0.102249082,Normal
01-12-2023,Telangana,Adilabad,2023,12,0.059833642,22.11626272,19.664,78.532,21.61978149,22.75912476,32.00787521,-31.94804157,1.113996111,Moderately Wet
01-01-2024,Telangana,Adilabad,2024,1,0.049968243,23.3350141,19.664,78.532,22.92715454,24.05822754,34.32324402,-34.27327578,1.635393611,Severely Wet
01-02-2024,Telangana,Adilabad,2024,2,0.22572724,25.75167569,19.664,78.532,25.12033081,26.43380737,41.77387542,-41.54814818,0.791432047,Normal
01-03-2024,Telangana,Adilabad,2024,3,0.433779716,29.3885794,19.664,78.532,28.63546753,30.36352539,62.73354897,-62.29976926,-0.387425545,Normal
01-04-2024,Telangana,Adilabad,2024,4,0.299394579,32.56224846,19.664,78.532,31.80975342,33.49645996,69.91531313,-69.61591855,0.601654082,Normal
01-05-2024,Telangana,Adilabad,2024,5,0.848832275,33.19160314,19.664,78.532,32.47442627,34.67950439,86.50545331,-85.65662104,0.387425545,Normal
01-06-2024,Telangana,Adilabad,2024,6,5.478138779,30.0517985,19.664,78.532,29.09164429,31.46066284,81.85429114,-76.37615236,1.01E-07,Normal
01-07-2024,Telangana,Adilabad,2024,7,17.35290897,25.85513768,19.664,78.532,25.30368042,26.77645874,60.48916697,-43.136258,0.189958647,Normal
01-08-2024,Telangana,Adilabad,2024,8,6.142692335,26.07610899,19.664,78.532,25.53024292,26.92614746,57.76262165,-51.61992932,1.01E-07,Normal
01-09-2024,Telangana,Adilabad,2024,9,6.856899138,25.70028194,19.664,78.532,25.27267456,26.65939331,51.62880478,-44.77190564,0.189958647,Normal
01-10-2024,Telangana,Adilabad,2024,10,3.4083439,26.22215222,19.664,78.532,25.75686646,27.28225708,50.42000307,-47.01165917,0.189958647,Normal
01-11-2024,Telangana,Adilabad,2024,11,0.034188824,23.13799458,19.664,78.532,22.54544067,24.5786438,45.67616516,-45.64197633,0.311481113,Normal
01-12-2024,Telangana,Adilabad,2024,12,0.457282312,22.43021122,19.664,78.532,21.92611694,23.50228882,37.94318448,-37.48590217,-0.311481113,Normal
01-01-2025,Telangana,Adilabad,2025,1,0.010462441,22.48292591,19.664,78.532,21.97555542,23.37594604,37.40046174,-37.38999929,-1.113996111,Moderate drought
01-02-2025,Telangana,Adilabad,2025,2,0.001135255,26.33288968,19.664,78.532,25.7517395,27.22634888,43.30615524,-43.30501998,-1.113996111,Moderate drought
01-03-2025,Telangana,Adilabad,2025,3,0.064234526,29.5995385,19.664,78.532,28.99343872,30.76687622,63.83603015,-63.77179562,-0.848221135,Normal
01-04-2025,Telangana,Adilabad,2025,4,0.2534593,32.46431412,19.664,78.532,31.49884033,34.02813721,85.44902198,-85.19556268,-1.161977667,Moderate drought
01-05-2025,Telangana,Adilabad,2025,5,5.390182003,30.26493589,19.664,78.532,29.66098022,31.7293396,78.9721929,-73.5820109,0.189958647,Normal
01-06-2025,Telangana,Adilabad,2025,6,3.514467793,28.53482548,19.664,78.532,27.96438599,29.86868286,71.06140898,-67.54694118,0.601654082,Normal
01-07-2025,Telangana,Adilabad,2025,7,9.263117636,25.74517232,19.664,78.532,25.2951355,26.71505737,59.24419297,-49.98107533,1.161977667,Moderately Wet
01-08-2025,Telangana,Adilabad,2025,8,14.91095955,25.4122787,19.664,78.532,24.95669556,26.47622681,59.35439959,-44.44344003,0.848221135,Normal
01-09-2025,Telangana,Adilabad,2025,9,10.67481453,25.36726232,19.664,78.532,24.87564087,26.31118774,52.12775246,-41.45293792,1.161977667,Moderately Wet
01-10-2025,Telangana,Adilabad,2025,10,4.454951132,25.1997661,19.664,78.532,24.71060181,26.31021118,50.43292114,-45.97797001,1.673304708,Severely Wet
01-01-2013,Telangana,Bhadradri Kothagudem,2013,1,0.06459088,24.14302703,17.5557,80.6191,23.54602051,24.66247559,36.22209166,-36.15750078,,Normal
01-02-2013,Telangana,Bhadradri Kothagudem,2013,2,0.984217235,25.48997055,17.5557,80.6191,24.87438965,25.99603271,38.12641152,-37.14219429,,Normal
01-03-2013,Telangana,Bhadradri Kothagudem,2013,3,0.005994794,28.81558523,17.5557,80.6191,27.66140747,29.71060181,68.53846431,-68.53246951,1.673304708,Severely Wet
01-04-2013,Telangana,Bhadradri Kothagudem,2013,4,1.269269126,30.81289181,17.5557,80.6191,29.22213745,31.70077515,81.98632536,-80.71705623,0.848221135,Normal
01-05-2013,Telangana,Bhadradri Kothagudem,2013,5,0.248133404,34.00735572,17.5557,80.6191,32.2505188,34.96798706,96.84228218,-96.59414877,-0.601654082,Normal
01-06-2013,Telangana,Bhadradri Kothagudem,2013,6,11.56221444,28.05316753,17.5557,80.6191,27.22406006,28.57232666,58.46176795,-46.89955351,0.387425545,Normal
01-07-2013,Telangana,Bhadradri Kothagudem,2013,7,13.33995056,26.28672741,17.5557,80.6191,25.66009521,26.82583618,53.79836134,-40.45841078,0.601654082,Normal
01-08-2013,Telangana,Bhadradri Kothagudem,2013,8,7.29371397,26.53883805,17.5557,80.6191,26.00942993,27.02722168,49.7344891,-42.44077513,2.09015181,Severely Wet
01-09-2013,Telangana,Bhadradri Kothagudem,2013,9,6.298560358,27.05878276,17.5557,80.6191,26.26925659,27.53308105,51.34031896,-45.0417586,1.61587194,Severely Wet
01-10-2013,Telangana,Bhadradri Kothagudem,2013,10,6.91076857,25.9614691,17.5557,80.6191,25.31622314,26.41140747,43.50124877,-36.5904802,0.848221135,Normal
01-11-2013,Telangana,Bhadradri Kothagudem,2013,11,1.114870502,24.33988116,17.5557,80.6191,23.60003662,24.99221802,40.39603607,-39.28116556,0.791432047,Normal
01-12-2013,Telangana,Bhadradri Kothagudem,2013,12,0.104145382,22.50919859,17.5557,80.6191,21.68466187,23.32577515,40.56148501,-40.45733963,2.565298946,Severely Wet
01-01-2014,Telangana,Bhadradri Kothagudem,2014,1,0.042100728,23.78482154,17.5557,80.6191,22.95617676,24.45617676,41.62685493,-41.5847542,0.791432047,Normal
01-02-2014,Telangana,Bhadradri Kothagudem,2014,2,0.139313076,25.11306074,17.5557,80.6191,24.2583313,25.72836304,43.26773402,-43.12842094,0.791432047,Normal
01-03-2014,Telangana,Bhadradri Kothagudem,2014,3,0.135270127,28.75418386,17.5557,80.6191,27.67193604,29.47079468,64.13112969,-63.99585957,0.387425545,Normal
01-04-2014,Telangana,Bhadradri Kothagudem,2014,4,0.236081617,31.81579984,17.5557,80.6191,30.13766479,32.68634033,84.85173209,-84.61565047,1.01E-07,Normal
01-05-2014,Telangana,Bhadradri Kothagudem,2014,5,2.427687781,31.848178,17.5557,80.6191,30.28182983,32.72021484,87.91152308,-85.4838353,0.189958647,Normal
01-06-2014,Telangana,Bhadradri Kothagudem,2014,6,1.865398952,32.05392751,17.5557,80.6191,30.7166748,32.93759155,81.57934843,-79.71394948,-0.848221135,Normal
01-07-2014,Telangana,Bhadradri Kothagudem,2014,7,11.80815996,27.68471207,17.5557,80.6191,26.90332031,28.33700562,61.55346749,-49.74530752,-1.161977667,Moderate drought
