state,district,year,month,rain_mean,temp_mean,Latitude,Longitude,temp_min,temp_max
Telangana,Jayashankar Bhupalpally,2013,2,0.961236073,25.51280975,18.438,79.905,25.06051636,26.04003906
Telangana,Jogulamba Gadwal,2013,2,0.362096196,26.75629772,16.234,77.805,26.27264404,27.11135864
Telangana,Kamareddy,2013,2,0.45601937,25.04830035,18.322,78.34,24.45443726,25.81622314
Telangana,Karimnagar,2013,2,0.743842574,25.29920112,18.4386,79.1288,25.04415894,25.47418213
Telangana,Khammam,2013,2,0.974725185,25.31333067,17.2473,80.1514,24.9548645,25.74957275
Telangana,Kumurambheem Asifabad,2013,2,0.855608038,24.82162815,19.363,79.278,24.08724976,25.38995361
Telangana,Mahabubabad,2013,2,0.920594573,25.03561507,17.598,80.002,24.79266357,25.24407959
Telangana,Mahabubnagar,2013,2,0.373518229,25.1035438,16.737,77.987,24.33370972,26.41726685
Telangana,Mancherial,2013,2,1.218466017,24.82705498,18.87,79.46,23.98791504,25.42767334
Telangana,Medak,2013,2,0.527946909,24.48223877,18.049,78.263,24.0118103,25.04037476
Telangana,Medchal Malkajgiri,2013,2,0.679348628,23.89263916,17.629,78.48,23.64590454,24.11868286
Telangana,Mulugu,2013,2,0.746433258,25.54324588,18.194,80.073,24.3274231,26.64987183
Telangana,Nagarkurnool,2013,2,0.606590559,25.02210205,16.48,78.32,23.62200928,26.36065674
Telangana,Nalgonda,2013,2,0.7457473,25.63213348,17.0575,79.2673,24.33496094,26.66998291
Telangana,Narayanpet,2013,2,0.389968324,25.84940491,16.744,77.494,25.01522827,26.58950806
Telangana,Nirmal,2013,2,0.393008608,25.28554153,19.097,78.343,23.92883301,25.75585938
Telangana,Nizamabad,2013,2,0.499238674,25.45115033,18.6725,78.094,24.66567993,25.90423584
Telangana,Peddapalli,2013,2,1.057134628,25.19825745,18.614,79.376,24.97625732,25.40628052
Telangana,Rajanna Sircilla,2013,2,0.538896243,24.9699707,18.387,78.832,24.63424683,25.34719849
Telangana,Rangareddy,2013,2,0.563666889,24.283876,17.246,78.372,23.77920532,24.84924316
Telangana,Sangareddy,2013,2,0.569509849,24.78114488,17.628,78.087,24.0269165,25.35852051
Telangana,Siddipet,2013,2,0.790597627,24.30570195,18.102,78.852,23.46231079,25.16738892
Telangana,Suryapet,2013,2,0.764563624,25.45442147,17.141,79.622,24.85931396,26.17959595
Telangana,Vikarabad,2013,2,0.582000056,24.96749562,17.338,77.904,24.37896729,25.77722168
Telangana,Wanaparthy,2013,2,0.413182206,26.05609639,16.364,78.064,25.24786377,26.79196167
Telangana,Warangal Rural,2013,2,0.75079602,24.98859752,17.9784,79.5941,24.72979736,25.35095215
Telangana,Warangal Urban,2013,2,0.665494659,24.89100647,17.9689,79.5941,24.54244995,25.26547241
Telangana,Yadadri Bhuvanagiri,2013,2,0.900799052,24.42568534,17.582,79.029,23.59561157,25.06176758
Telangana,Adilabad,2013,3,0.095710562,29.41481342,19.664,78.532,28.69909668,30.22000122
Telangana,Bhadradri Kothagudem,2013,3,0.005994794,28.81558523,17.5557,80.6191,27.66140747,29.71060181
Telangana,Hyderabad,2013,3,0.003086919,28.31269836,17.385,78.4867,28.18972778,28.43566895
Telangana,Jagtial,2013,3,0.011012806,29.74106539,18.794,78.914,29.05859375,30.18362427
Telangana,Jangoan,2013,3,0.007367746,28.09526624,17.727,79.152,27.63812256,28.38037109
Telangana,Jayashankar Bhupalpally,2013,3,0.005026822,29.69551086,18.438,79.905,29.04840088,30.31750488
Telangana,Jogulamba Gadwal,2013,3,0.002435007,30.42766502,16.234,77.805,29.74990845,30.8079834
Telangana,Kamareddy,2013,3,0.017689764,29.35668945,18.322,78.34,28.66418457,30.06427002
Telangana,Karimnagar,2013,3,0.005757138,29.52124363,18.4386,79.1288,29.1211853,29.66403198
Telangana,Khammam,2013,3,0.009128329,28.36908108,17.2473,80.1514,27.82150269,28.8664856
Telangana,Kumurambheem Asifabad,2013,3,0.040418432,29.17934842,19.363,79.278,28.18972778,29.82849121
Telangana,Mahabubabad,2013,3,0.004618057,28.39457545,17.598,80.002,28.0921936,29.04986572
Telangana,Mahabubnagar,2013,3,0.007169953,28.74047147,16.737,77.987,28.03543091,30.02642822
Telangana,Mancherial,2013,3,0.003727395,29.01578903,18.87,79.46,28.10092163,29.62036133
Telangana,Medak,2013,3,0.028725964,28.63826904,18.049,78.263,28.25375366,29.14590454
Telangana,Medchal Malkajgiri,2013,3,0.00444793,27.92661201,17.629,78.48,27.71524048,28.13586426
Telangana,Mulugu,2013,3,0.00408009,29.54937909,18.194,80.073,28.32070923,30.78033447
Telangana,Nagarkurnool,2013,3,0.024172769,28.61116699,16.48,78.32,27.1083374,29.79647827
Telangana,Nalgonda,2013,3,0.012312133,29.17333984,17.0575,79.2673,28.14605713,29.85760498
Telangana,Narayanpet,2013,3,0.007338077,29.58187866,16.744,77.494,28.85336304,30.2913208
Telangana,Nirmal,2013,3,0.030183409,29.55583763,19.097,78.343,28.05871582,30.16906738
Telangana,Nizamabad,2013,3,0.032222405,29.81043558,18.6725,78.094,29.14883423,30.15740967
Telangana,Peddapalli,2013,3,0.003731609,29.4834866,18.614,79.376,29.25799561,29.79501343
Telangana,Rajanna Sircilla,2013,3,0.007554238,29.40242958,18.387,78.832,29.04840088,29.70480347
Telangana,Rangareddy,2013,3,0.025354888,28.18896782,17.246,78.372,27.60464478,28.6918335
Telangana,Sangareddy,2013,3,0.040610176,28.84945679,17.628,78.087,28.06164551,29.46609497
Telangana,Siddipet,2013,3,0.003807455,28.46970552,18.102,78.852,27.46200562,29.44573975
Telangana,Suryapet,2013,3,0.00664156,28.65298357,17.141,79.622,28.32943726,29.28271484
Telangana,Vikarabad,2013,3,0.008409583,28.92198444,17.338,77.904,28.34542847,29.68005371
Telangana,Wanaparthy,2013,3,0.00452799,29.55852254,16.364,78.064,28.73840332,30.33935547
Telangana,Warangal Rural,2013,3,0.004888257,28.68726418,17.9784,79.5941,28.31051636,29.42388916
Telangana,Warangal Urban,2013,3,0.002366384,28.80491333,17.9689,79.5941,28.38473511,29.34094238
Telangana,Yadadri Bhuvanagiri,2013,3,0.007938523,28.20920672,17.582,79.029,27.59155273,28.85482788
Telangana,Adilabad,2013,4,0.841344095,32.16213527,19.664,78.532,31.34515381,33.39614868
Telangana,Bhadradri Kothagudem,2013,4,1.269269126,30.81289181,17.5557,80.6191,29.22213745,31.70077515
Telangana,Hyderabad,2013,4,0.588637114,30.66304016,17.385,78.4867,30.55728149,30.76879883
Telangana,Jagtial,2013,4,0.668634124,32.33097487,18.794,78.914,31.72991943,32.72015381
Telangana,Jangoan,2013,4,0.676582224,30.69135485,17.727,79.152,30.16946411,31.15356445
Telangana,Jayashankar Bhupalpally,2013,4,1.283792936,32.1605835,18.438,79.905,31.57354736,32.5760498
Telangana,Jogulamba Gadwal,2013,4,0.292385555,32.67046564,16.234,77.805,31.99664307,33.07269287
Telangana,Kamareddy,2013,4,0.543177605,31.51360007,18.322,78.34,30.71670532,32.61590576
Telangana,Karimnagar,2013,4,0.966697356,31.97065904,18.4386,79.1288,31.4984436,32.24649048
Telangana,Khammam,2013,4,0.629785733,30.70861221,17.2473,80.1514,29.71725464,31.20413208
Telangana,Kumurambheem Asifabad,2013,4,1.076807074,31.86684502,19.363,79.278,30.78106689,32.63583374
Telangana,Mahabubabad,2013,4,0.789114237,30.94471478,17.598,80.002,30.52508545,31.47238159
Telangana,Mahabubnagar,2013,4,0.545692285,31.05267803,16.737,77.987,30.3135376,32.26947021
Telangana,Mancherial,2013,4,0.937094159,31.82006454,18.87,79.46,30.92822266,32.39056396
Telangana,Medak,2013,4,0.465681036,30.83257568,18.049,78.263,30.44689941,31.40036011
Telangana,Medchal Malkajgiri,2013,4,0.56664753,30.33892483,17.629,78.48,30.07287598,30.53887939
Telangana,Mulugu,2013,4,1.49035892,31.66706477,18.194,80.073,30.20623779,32.7477417
Telangana,Nagarkurnool,2013,4,0.686573029,30.95970947,16.48,78.32,29.26812744,31.96444702
Telangana,Nalgonda,2013,4,0.383857539,31.79956245,17.0575,79.2673,30.69830322,32.33691406
Telangana,Narayanpet,2013,4,0.507515478,31.7675415,16.744,77.494,31.05392456,32.50860596
Telangana,Nirmal,2013,4,0.501886483,32.16170502,19.097,78.343,30.64923096,32.62817383
Telangana,Nizamabad,2013,4,0.498250766,32.10627298,18.6725,78.094,31.2562561,32.59136963
Telangana,Peddapalli,2013,4,0.909885206,32.09481472,18.614,79.376,31.89547729,32.54385376
Telangana,Rajanna Sircilla,2013,4,0.707902781,31.67032051,18.387,78.832,31.16888428,32.1008606
Telangana,Rangareddy,2013,4,0.63687706,30.60306903,17.246,78.372,30.02996826,31.22406006
Telangana,Sangareddy,2013,4,0.441828361,31.35755412,17.628,78.087,30.46530151,32.10852051
Telangana,Siddipet,2013,4,0.768669822,30.74221697,18.102,78.852,29.7571106,31.80807495
Telangana,Suryapet,2013,4,0.354155159,31.40346764,17.141,79.622,31.15356445,31.88473511
Telangana,Vikarabad,2013,4,0.43586251,31.21978549,17.338,77.904,30.68908691,31.91845703
Telangana,Wanaparthy,2013,4,0.425348812,31.847602,16.364,78.064,31.11062622,32.60671997
Telangana,Warangal Rural,2013,4,0.976242542,31.2341697,17.9784,79.5941,30.98495483,31.90618896
Telangana,Warangal Urban,2013,4,1.209607384,31.29825745,17.9689,79.5941,30.88375854,31.80197144
Telangana,Yadadri Bhuvanagiri,2013,4,0.588832982,30.8080052,17.582,79.029,29.92727661,31.46932983
Telangana,Adilabad,2013,5,0.112712506,36.2635535,19.664,78.532,35.40158081,37.52346802
Telangana,Bhadradri Kothagudem,2013,5,0.248133404,34.00735572,17.5557,80.6191,32.2505188,34.96798706
Telangana,Hyderabad,2013,5,0.394566417,33.48774719,17.385,78.4867,33.4083252,33.56716919
Telangana,Jagtial,2013,5,0.089155985,36.38695585,18.794,78.914,35.69857788,36.78173828
Telangana,Jangoan,2013,5,0.103595635,34.31722219,17.727,79.152,33.80380249,34.64715576
Telangana,Jayashankar Bhupalpally,2013,5,0.084825176,35.88896434,18.438,79.905,35.10934448,36.28939819
Telangana,Jogulamba Gadwal,2013,5,0.785376231,34.07034302,16.234,77.805,33.67675781,34.41687012
Telangana,Kamareddy,2013,5,0.148085944,34.94719741,18.322,78.34,34.12145996,35.99081421
Telangana,Karimnagar,2013,5,0.080739323,35.98445638,18.4386,79.1288,35.34597778,36.36404419
Telangana,Khammam,2013,5,0.256730373,33.93927151,17.2473,80.1514,32.8508606,34.46609497
Telangana,Kumurambheem Asifabad,2013,5,0.112668321,36.14804416,19.363,79.278,34.76626587,37.02157593
Telangana,Mahabubabad,2013,5,0.164018899,34.31489089,17.598,80.002,33.79110718,34.79962158
Telangana,Mahabubnagar,2013,5,0.672610124,33.13289701,16.737,77.987,32.49349976,34.05950928
Telangana,Mancherial,2013,5,0.07128487,35.995327,18.87,79.46,34.98861694,36.64358521
Telangana,Medak,2013,5,0.130952825,34.05220703,18.049,78.263,33.62591553,34.65667725
Telangana,Medchal Malkajgiri,2013,5,0.353645908,33.46833632,17.629,78.48,33.30508423,33.77044678
Telangana,Mulugu,2013,5,0.111435529,34.98090424,18.194,80.073,33.14944458,36.20999146
Telangana,Nagarkurnool,2013,5,0.822903759,33.10329834,16.48,78.32,31.00057983,34.21514893
Telangana,Nalgonda,2013,5,0.294006785,34.77910614,17.0575,79.2673,33.48934937,35.3046875
Telangana,Narayanpet,2013,5,0.559027481,33.67523804,16.744,77.494,33.21774292,34.14526367
Telangana,Nirmal,2013,5,0.107218316,35.9562645,19.097,78.343,34.60745239,36.60864258
Telangana,Nizamabad,2013,5,0.081294806,35.7303395,18.6725,78.094,35.08868408,36.27194214
Telangana,Peddapalli,2013,5,0.06362585,36.23583984,18.614,79.376,35.9256897,36.77062988
Telangana,Rajanna Sircilla,2013,5,0.15095787,35.53796387,18.387,78.832,34.92034912,36.03369141
Telangana,Rangareddy,2013,5,0.561573664,33.19481231,17.246,78.372,32.40615845,34.03408813
Telangana,Sangareddy,2013,5,0.232992417,34.12754313,17.628,78.087,33.28128052,35.2935791
Telangana,Siddipet,2013,5,0.173155308,34.38608735,18.102,78.852,33.16534424,35.73510742
Telangana,Suryapet,2013,5,0.19989357,34.65554073,17.141,79.622,34.4581604,35.04421997
Telangana,Vikarabad,2013,5,0.407481963,33.50083976,17.338,77.904,32.89532471,34.19769287
Telangana,Wanaparthy,2013,5,0.8337112,33.63316176,16.364,78.064,33.06369019,34.22946167
Telangana,Warangal Rural,2013,5,0.086043477,34.7734264,17.9784,79.5941,34.47085571,35.68109131
Telangana,Warangal Urban,2013,5,0.092013901,35.01817627,17.9689,79.5941,34.55664063,35.64935303
Telangana,Yadadri Bhuvanagiri,2013,5,0.216393185,34.21005467,17.582,79.029,33.36227417,34.68209839
Telangana,Adilabad,2013,6,17.35032998,27.34913959,19.664,78.532,26.67459106,28.41378784
Telangana,Bhadradri Kothagudem,2013,6,11.56221444,28.05316753,17.5557,80.6191,27.22406006,28.57232666
Telangana,Hyderabad,2013,6,4.87234211,25.88194275,17.385,78.4867,25.80499268,25.95889282
Telangana,Jagtial,2013,6,13.63672273,27.76469774,18.794,78.914,27.04858398,28.3168335
Telangana,Jangoan,2013,6,6.297463361,27.47565661,17.727,79.152,26.67919922,28.09057617
Telangana,Jayashankar Bhupalpally,2013,6,15.88297213,28.2827123,18.438,79.905,27.93051147,28.47073364
Telangana,Jogulamba Gadwal,2013,6,4.182630266,27.27575129,16.234,77.805,26.91467285,27.62268066
Telangana,Kamareddy,2013,6,8.399388631,26.52375345,18.322,78.34,25.91271973,27.29946899
Telangana,Karimnagar,2013,6,10.74973073,28.11092631,18.4386,79.1288,27.70272827,28.37686157
Telangana,Khammam,2013,6,6.98232328,28.44952839,17.2473,80.1514,27.61807251,29.04943848
Telangana,Kumurambheem Asifabad,2013,6,18.69679054,27.91314867,19.363,79.278,26.80233765,28.37069702
Telangana,Mahabubabad,2013,6,8.571071625,27.93873333,17.598,80.002,27.23019409,28.5553894
Telangana,Mahabubnagar,2013,6,5.523918788,25.58086219,16.737,77.987,24.70913696,26.80541992
Telangana,Mancherial,2013,6,18.23974101,28.01155281,18.87,79.46,26.91467285,28.40609741
Telangana,Medak,2013,6,6.655560811,26.11163574,18.049,78.263,25.73571777,26.55145264
Telangana,Medchal Malkajgiri,2013,6,5.075308906,26.07141791,17.629,78.48,25.66799927,26.73461914
Telangana,Mulugu,2013,6,15.9880569,27.8700644,18.194,80.073,26.56991577,28.7046814
Telangana,Nagarkurnool,2013,6,4.533523847,26.40059082,16.48,78.32,24.72912598,28.45379639
Telangana,Nalgonda,2013,6,4.270350722,28.60752869,17.0575,79.2673,26.75,29.80514526
Telangana,Narayanpet,2013,6,5.633555603,26.16236267,16.744,77.494,25.13085938,26.95007324
Telangana,Nirmal,2013,6,15.19064793,27.11535072,19.097,78.343,26.49298096,27.80276489
Telangana,Nizamabad,2013,6,11.53463432,27.0408038,18.6725,78.094,26.57455444,27.48416138
Telangana,Peddapalli,2013,6,14.64065391,28.30075073,18.614,79.376,27.97207642,28.46920776
Telangana,Rajanna Sircilla,2013,6,9.973027547,27.22386169,18.387,78.832,26.52682495,27.79968262
Telangana,Rangareddy,2013,6,5.246762957,25.74870784,17.246,78.372,24.76608276,27.12246704
Telangana,Sangareddy,2013,6,6.624538324,25.96727159,17.628,78.087,25.12469482,26.81311035
Telangana,Siddipet,2013,6,7.143759988,26.80142949,18.102,78.852,25.88656616,27.77505493
Telangana,Suryapet,2013,6,5.523739624,28.91920629,17.141,79.622,28.18139648,29.62353516
Telangana,Vikarabad,2013,6,6.911657518,25.23375202,17.338,77.904,24.76144409,25.72033691
Telangana,Wanaparthy,2013,6,4.439982096,26.62969123,16.364,78.064,25.93579102,27.27175903
Telangana,Warangal Rural,2013,6,8.621761322,28.02649481,17.9784,79.5941,27.89202881,28.39840698
Telangana,Warangal Urban,2013,6,8.420452465,28.03839417,17.9689,79.5941,27.69500732,28.33529663
Telangana,Yadadri Bhuvanagiri,2013,6,4.990550741,27.42628261,17.582,79.029,26.18823242,28.30297852
Telangana,Adilabad,2013,7,23.94162873,24.89952504,19.664,78.532,24.34518433,25.75628662
Telangana,Bhadradri Kothagudem,2013,7,13.33995056,26.28672741,17.5557,80.6191,25.66009521,26.82583618
Telangana,Hyderabad,2013,7,11.99034309,23.93067932,17.385,78.4867,23.84970093,24.01165771
Telangana,Jagtial,2013,7,18.14877187,25.5123737,18.794,78.914,24.90322876,26.08340454
Telangana,Jangoan,2013,7,14.66383182,25.46200883,17.727,79.152,24.6418457,26.03530884
Telangana,Jayashankar Bhupalpally,2013,7,21.32654748,26.15631104,18.438,79.905,25.8012085,26.34158325
Telangana,Jogulamba Gadwal,2013,7,8.930112566,25.29950506,16.234,77.805,24.98339844,25.54623413
Telangana,Kamareddy,2013,7,16.27823079,24.46224796,18.322,78.34,23.89941406,25.15817261
Telangana,Karimnagar,2013,7,16.37231266,25.90471225,18.4386,79.1288,25.56225586,26.168396
Telangana,Khammam,2013,7,12.18181747,26.55082591,17.2473,80.1514,25.88778687,26.97979736
Telangana,Kumurambheem Asifabad,2013,7,23.67935758,25.54761251,19.363,79.278,24.53118896,25.97277832
Telangana,Mahabubabad,2013,7,14.97123623,26.03763133,17.598,80.002,25.40353394,26.5484314
Telangana,Mahabubnagar,2013,7,11.28129832,23.8559899,16.737,77.987,23.10244751,24.91925049
Telangana,Mancherial,2013,7,20.73221842,25.82790375,18.87,79.46,24.69155884,26.29507446
Telangana,Medak,2013,7,13.77658335,24.07265625,18.049,78.263,23.74227905,24.52639771
Telangana,Medchal Malkajgiri,2013,7,12.03069645,24.10234918,17.629,78.48,23.70217896,24.74606323
Telangana,Mulugu,2013,7,18.60705566,25.84574766,18.194,80.073,24.67391968,26.59814453
Telangana,Nagarkurnool,2013,7,8.775258766,24.53703613,16.48,78.32,22.98861694,26.35440063
Telangana,Nalgonda,2013,7,9.367935931,26.50185776,17.0575,79.2673,24.97698975,27.49450684
Telangana,Narayanpet,2013,7,10.82656097,24.36780243,16.744,77.494,23.46325684,25.04272461
Telangana,Nirmal,2013,7,22.25253388,24.88623238,19.097,78.343,24.24255371,25.43719482
Telangana,Nizamabad,2013,7,19.344063,24.94043148,18.6725,78.094,24.51675415,25.32653809
Telangana,Peddapalli,2013,7,18.68724622,26.14301385,18.614,79.376,25.81240845,26.30310059
Telangana,Rajanna Sircilla,2013,7,15.90336304,25.07419395,18.387,78.832,24.46063232,25.60397339
Telangana,Rangareddy,2013,7,11.62633696,23.94481529,17.246,78.372,23.11367798,25.29446411
Telangana,Sangareddy,2013,7,13.78434871,23.95246209,17.628,78.087,23.23074341,24.67712402
Telangana,Siddipet,2013,7,13.9384405,24.6866876,18.102,78.852,23.88497925,25.60397339
Telangana,Suryapet,2013,7,11.58968811,26.79654246,17.141,79.622,26.11868286,27.33898926
Telangana,Vikarabad,2013,7,13.36064099,23.45175276,17.338,77.904,23.06237793,23.96194458
Telangana,Wanaparthy,2013,7,9.544152154,24.74028015,16.364,78.064,24.13513184,25.31533813
Telangana,Warangal Rural,2013,7,16.30151176,26.00250799,17.9784,79.5941,25.8765564,26.19726563
Telangana,Warangal Urban,2013,7,15.86317305,25.91841125,17.9689,79.5941,25.63763428,26.13311768
Telangana,Yadadri Bhuvanagiri,2013,7,12.26023763,25.39785113,17.582,79.029,24.22171021,26.25180054
Telangana,Adilabad,2013,8,9.223410866,24.83074026,19.664,78.532,24.31155396,25.60653687
Telangana,Bhadradri Kothagudem,2013,8,7.29371397,26.53883805,17.5557,80.6191,26.00942993,27.02722168
Telangana,Hyderabad,2013,8,3.437186241,24.26611328,17.385,78.4867,24.17068481,24.36154175
Telangana,Jagtial,2013,8,7.640774067,25.59855065,18.794,78.914,25.07794189,26.10482788
Telangana,Jangoan,2013,8,6.30183772,25.59377731,17.727,79.152,24.8961792,26.1321106
Telangana,Jayashankar Bhupalpally,2013,8,11.17883301,26.14093018,18.438,79.905,25.87008667,26.2684021
Telangana,Jogulamba Gadwal,2013,8,3.950180054,25.66505293,16.234,77.805,25.33996582,25.90188599
Telangana,Kamareddy,2013,8,5.26645077,24.88193647,18.322,78.34,24.2767334,25.51565552
Telangana,Karimnagar,2013,8,7.507595486,25.91105143,18.4386,79.1288,25.60351563,26.1260376
Telangana,Khammam,2013,8,7.398884099,26.81924364,17.2473,80.1514,26.17300415,27.19232178
Telangana,Kumurambheem Asifabad,2013,8,12.1198544,25.4663052,19.363,79.278,24.54177856,25.88824463
Telangana,Mahabubabad,2013,8,6.698638916,26.25441137,17.598,80.002,25.60501099,26.73944092
Telangana,Mahabubnagar,2013,8,4.058269794,24.23722018,16.737,77.987,23.46188354,25.27633667
Telangana,Mancherial,2013,8,12.77931786,25.7990303,18.87,79.46,24.74777222,26.22601318
Telangana,Medak,2013,8,4.86828125,24.49318359,18.049,78.263,24.11010742,24.96282959
Telangana,Medchal Malkajgiri,2013,8,3.93920517,24.40866089,17.629,78.48,24.02682495,25.02038574
Telangana,Mulugu,2013,8,9.189964501,25.94739924,18.194,80.073,24.83712769,26.68341064
Telangana,Nagarkurnool,2013,8,4.205020752,24.89709717,16.48,78.32,23.42550659,26.66827393
Telangana,Nalgonda,2013,8,4.262188911,26.70179749,17.0575,79.2673,25.23544312,27.64971924
Telangana,Narayanpet,2013,8,3.931142426,24.7775177,16.744,77.494,23.92684937,25.44143677
Telangana,Nirmal,2013,8,8.068472862,25.00159454,19.097,78.343,24.25701904,25.49295044
Telangana,Nizamabad,2013,8,5.470935597,25.23942117,18.6725,78.094,24.77502441,25.55957031
Telangana,Peddapalli,2013,8,8.872660319,26.10988024,18.614,79.376,25.8352356,26.27294922
Telangana,Rajanna Sircilla,2013,8,6.147731781,25.24946404,18.387,78.832,24.74169922,25.73074341
Telangana,Rangareddy,2013,8,3.574041599,24.28074534,17.246,78.372,23.5133667,25.59140015
Telangana,Sangareddy,2013,8,4.643510607,24.37781779,17.628,78.087,23.71026611,25.159729
Telangana,Siddipet,2013,8,5.8221867,24.90616581,18.102,78.852,24.24035645,25.66107178
Telangana,Suryapet,2013,8,5.443566158,26.98820969,17.141,79.622,26.23205566,27.51339722
Telangana,Vikarabad,2013,8,4.345281404,23.9171353,17.338,77.904,23.47549438,24.43878174
Telangana,Wanaparthy,2013,8,4.654263814,25.08340793,16.364,78.064,24.47210693,25.67468262
Telangana,Warangal Rural,2013,8,7.351483432,26.07247647,17.9784,79.5941,25.91400146,26.37442017
Telangana,Warangal Urban,2013,8,7.28782959,25.92990112,17.9689,79.5941,25.70196533,26.10180664
Telangana,Yadadri Bhuvanagiri,2013,8,4.569858551,25.60804531,17.582,79.029,24.51147461,26.4274292
Telangana,Adilabad,2013,9,6.490165017,25.88777669,19.664,78.532,25.29574585,26.83853149
Telangana,Bhadradri Kothagudem,2013,9,6.298560358,27.05878276,17.5557,80.6191,26.26925659,27.53308105
Telangana,Hyderabad,2013,9,4.611369133,24.65956116,17.385,78.4867,24.57131958,24.74780273
Telangana,Jagtial,2013,9,5.786923335,26.433028,18.794,78.914,25.70565796,27.07052612
Telangana,Jangoan,2013,9,4.874783165,25.99913266,17.727,79.152,25.30712891,26.45285034
Telangana,Jayashankar Bhupalpally,2013,9,5.49868838,27.29700979,18.438,79.905,26.9538269,27.51602173
Telangana,Jogulamba Gadwal,2013,9,7.395234541,25.73410589,16.234,77.805,25.42669678,25.95614624
Telangana,Kamareddy,2013,9,5.62304149,25.40759816,18.322,78.34,24.76773071,26.04864502
Telangana,Karimnagar,2013,9,5.086934408,26.6363678,18.4386,79.1288,26.35180664,26.97659302
Telangana,Khammam,2013,9,5.732901224,27.05963284,17.2473,80.1514,26.47134399,27.30963135
Telangana,Kumurambheem Asifabad,2013,9,9.021879408,26.66412014,19.363,79.278,25.56472778,27.27404785
